City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Bangalore,4,Sarjapur Road Bangalore,1.3 Lac,2866 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,2,Bachelors,Immediately
Bangalore,3,AK Colony Domlur Bangalore,2.3 Lac,2400 sqft,House,Semi-Furnished,,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,"Sobha Sentosa, Balagere, Bangalore",65000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,"Jayani Paradise, Mahadevapura, Bangalore",46000,1200 sqft,Flat,Semi-Furnished,West,,2,2,Bachelors/Family,Immediately
Bangalore,2,"Hiranandani Glen Gate, Hebbal, Bangalore",45000,930 sqft,Flat,Semi-Furnished,West,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,"SJR Palazza City, Sarjapur Road, Bangalore",69400,1665 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,2,Bachelors,Immediately
Bangalore,3,"Phoenix One Bangalore West, Rajajinagar, Bangalore",2.2 Lac,1277 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,1,"Sector 5th HSR Layout, Bangalore",17000,500 sqft,Flat,Semi-Furnished,North,Main Road,1,,Bachelors,Immediately
Bangalore,4,Budigere Cross Bangalore,4 Lac,3600 sqft,Villa,Furnished,East,Main Road,5,3,Family,Immediately
Bangalore,3,"Sattva Signet, Sarjapur Road, Bangalore",65000,992 sqft,Flat,Semi-Furnished,South - East,"Pool, Main Road",2,2,Bachelors,Immediately
Bangalore,3,"DLF Westend Heights, Akshayanagar, Bangalore",50000,1225 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,1,Koramangala Bangalore,10500,400 sqft,House,Semi-Furnished,East,"Garden/Park, Main Road",1,,Bachelors,Immediately
Bangalore,4,"Mantri Altius, Shivaji Nagar, Bangalore",7.5 Lac,4200 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",5,4,Bachelors,Immediately
Bangalore,3,"Prestige Shantiniketan, Itpl, Whitefield, Bangalore",90000,1661 sqft,Flat,Furnished,East,Pool,3,2,Bachelors/Family,Immediately
Bangalore,2,"Sobha Dream Acres, Panathur, Bangalore",46000,750 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,"Sobha Garrison, Tumkur Road, Bangalore",34000,1300 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,4,Sarjapur Road Bangalore,85000,2500 sqft,Villa,Semi-Furnished,North,"Main Road, Garden/Park, Pool",4,2,Bachelors,Immediately
Bangalore,4,Kothanur Bangalore,1.1 Lac,3500 sqft,Villa,Semi-Furnished,East,Garden/Park,4,4,Bachelors/Family,Immediately
Bangalore,4,"Dodsworth Layout, Whitefield Bangalore",1.6 Lac,3200 sqft,Villa,Semi-Furnished,North,,5,2,Family,Immediately
Bangalore,3,"Prestige Song of the South, Begur Road, Bangalore",65000,1200 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park",3,1,Bachelors/Family,Immediately
Bangalore,4,Whitefield Bangalore,2.2 Lac,3000 sqft,Villa,Unfurnished,East,Garden/Park,4,3,Bachelors/Family,Immediately
Bangalore,3,"Osadia Garden City, Doddaballapura, Bangalore",26500,1372 sqft,Flat,Semi-Furnished,North,Main Road,3,3,Family,Immediately
Bangalore,3,"Prestige Park Square, Basavanapura, Bangalore",50000,1348 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
Bangalore,3,"Sarjapur Road, Bangalore",70000,1400 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Family,Immediately
Bangalore,3,"Brigade Exotica, Old Madras Road, Bangalore",1.2 Lac,2990 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,2,"Corporate Suncity Apartments, Sarjapur Road, Bangalore",55000,1430 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Bangalore,4,"Embassy Lake Terraces, Hebbal, Bangalore",3 Lac,4637 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",4,2,Bachelors/Family,Immediately
Bangalore,3,"Phase 3rd JP Nagar, Bangalore",75000,2200 sqft,Flat,Furnished,East,,3,2,Bachelors/Family,Immediately
Bangalore,2,"Prestige Finsbury Park, Bagalur Main Road, Bangalore",25000,767 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Bangalore,2,"Konanakunte, Bangalore",52000,1200 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,3,"Vaishnavi Premiere, Halasuru, Bangalore",2.3 Lac,2293 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,1,"Kadabeesanahalli, Bangalore",25000,600 sqft,Flat,Semi-Furnished,North,Main Road,1,1,Bachelors,Immediately
Bangalore,3,"Shriram Smrithi, Bidaraguppe, Bangalore",25000,1400 sqft,Flat,Semi-Furnished,,,3,2,Bachelors,Immediately
Bangalore,3,"Brigade Gateway, Rajajinagar, Bangalore",1.2 Lac,1400 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,2,"Prestige Jindal City, Tumkur Road, Bangalore",34000,635 sqft,Flat,Semi-Furnished,East,,2,1,Bachelors,Immediately
Bangalore,3,Kodathi Bangalore,65000,2000 sqft,Villa,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,"Axis Aspira, Phase 7 JP Nagar, Bangalore",38000,1508 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Bangalore,3,"Embassy Pristine, Ibbaluru, Bangalore",1.8 Lac,2000 sqft,Flat,Semi-Furnished,North - West,Garden/Park,3,3,Family,Immediately
Bangalore,2,"Kolte Patil Floriana Estates, Koramangala, Bangalore",50000,1100 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,2,Bachelors,Immediately
Bangalore,3,"NCC Urban Park View, Yelahanka, Bangalore",51000,1232 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",3,2,Family,Immediately
Bangalore,4,"Embassy Lake Terraces, Hebbal, Bangalore",3.5 Lac,5112 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",6,2,Bachelors/Family,Immediately
Bangalore,3,"Sobha Habitech, Channasandra, Bangalore",65000,1920 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool",4,2,Bachelors/Family,Immediately
Bangalore,2,"Paradise at Brigade Cornerstone Utopia, Varthur, Bangalore",45000,638 sqft,Flat,Semi-Furnished,North,,2,1,Bachelors/Family,Immediately
Bangalore,3,"Prestige Jade Pavilion, Bellandur, Outer Ring Road, Bangalore",98000,1921 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Family,Immediately
Bangalore,3,"TATA Aquila Heights, Jalahalli, Jalahalli, Outer Ring Road, Bangalore",50000,1696 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,3,"BDS Layout, Bangalore",45000,1000 sqft,Flat,Semi-Furnished,North,Garden/Park,3,1,Bachelors/Family,Immediately
Bangalore,4,Devanahalli Bangalore,2.3 Lac,2940 sqft,Villa,Furnished,East,,4,2,Family,Immediately
Bangalore,3,Chandapura Anekal Road Bangalore,35000,2200 sqft,Villa,Semi-Furnished,West,,3,2,Family,Immediately
Bangalore,3,"Prestige Waterford, Ecc Road, Whitefield, Bangalore",90000,1775 sqft,Flat,Semi-Furnished,North - East,Garden/Park,3,2,Family,Immediately
Bangalore,3,"Toucans Nest, Assaye Road, Bangalore",1.8 Lac,1800 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,3,"Golden Grand, Yeswanthpur, Bangalore",50000,1840 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Bangalore,1,"Sobha Sentosa, Panathur, Bangalore",27000,700 sqft,Flat,Semi-Furnished,North - East,"Main Road, Pool, Garden/Park",1,1,Bachelors,Immediately
Bangalore,3,"Avalon Park At The Prestige City, Sarjapura, Bangalore",70000,1350 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"DSR Lotus Towers, Whitefield, Bangalore",70000,1312 sqft,Flat,Unfurnished,East,Garden/Park,3,2,Family,Immediately
Bangalore,2,"Supertech Micasa, Thanisandra, Bangalore",32000,7430 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Bangalore,2,"Langford Road, Bangalore",85000,1200 sqft,Flat,Unfurnished,,"Garden/Park, Main Road",2,3,Bachelors,Immediately
Bangalore,3,"Jal Vayu Vihar, Kalyan Nagar, Bangalore",1 Lac,1400 sqft,Flat,Furnished,East,Garden/Park,2,,Bachelors,Immediately
Bangalore,4,"Prestige Falcon City, Doddakallasandra, Konanakunte, Bangalore",1.2 Lac,1850 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",4,3,Family,Immediately
Bangalore,3,"Salarpuria Sanctity, Sarjapur Road, Bangalore",95000,3000 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,2,"K Narayanapura Main Road, Bangalore",45000,1000 sqft,Flat,Furnished,North - East,"Pool, Garden/Park",2,1,Bachelors,Immediately
Bangalore,3,"L And T Raintree Boulevard Phase 2, Hebbal, Bangalore",73000,1211 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,2,"Casagrand Boulevard, Hennur Main Road, Bangalore",50000,762 sqft,Flat,Semi-Furnished,South - East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,1,"Prestige Primrose Hills, Block 4th Stage 6th Banashankari, Bangalore",25000,350 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",1,1,Bachelors/Family,Immediately
Bangalore,4,"Varthur Road, Bangalore",30 Lac,900 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Bangalore,2,"Sobha Dream Acres, Panathur, Bangalore",39000,1007 sqft,Flat,Semi-Furnished,North,Garden/Park,2,2,Bachelors,Immediately
Bangalore,1,"Godrej Avenues, Yelahanka, Bangalore",25000,706 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",1,1,Bachelors/Family,Immediately
Bangalore,2,"Greenwood Regency, Kaikondrahalli, Bangalore",38000,1150 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,1,Family,From Feb '26
Bangalore,4,Devanahalli Bangalore,1.5 Lac,3010 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
Bangalore,3,"Bhartiya Nikoo Homes, Thanisandra Main Road, Bangalore",60000,1099 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,2,"Sarjapura, Bangalore",30000,700 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Bangalore,4,Devarabisanahalli Bangalore,3.8 Lac,4500 sqft,Villa,Semi-Furnished,East,Garden/Park,5,3,Family,Immediately
Bangalore,2,"Ramagondanahalli-Whitefield, Whitefield, Bangalore",27000,1500 sqft,Flat,Semi-Furnished,East,,2,2,Bachelors/Family,Immediately
Bangalore,2,"Prestige St Johns Wood, Koramangala, Bangalore",80000,1300 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Bangalore,3,"Varthur, Bangalore",60000,1325 sqft,Flat,Semi-Furnished,,,3,1,Bachelors/Family,Immediately
Bangalore,3,"House Of Hiranandani Bannerghatta, Bannerughatta, Bangalore",68000,1600 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Family,Immediately
Bangalore,3,"Surya Shakti 80 Trees, Doddakannelli, Bangalore",63000,1650 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
Bangalore,3,Whitefield Bangalore,1.3 Lac,3130 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,3,Bachelors,Immediately
Bangalore,1,"Narayanappa Garden Whitefield, Bangalore",15000,600 sqft,Flat,Semi-Furnished,North,"Main Road, Garden/Park",1,,Bachelors,Immediately
Bangalore,3,"Assetz Marq 2.0, Whitefield, Bangalore",66500,1936 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"Mantri Serenity, Kanakapura Road, Bangalore",45500,1280 sqft,Flat,Semi-Furnished,South,"Pool, Main Road",2,1,Bachelors,Immediately
Bangalore,4,Huttanahalli Bangalore,12 Lac,4200 sqft,Villa,Furnished,East,Garden/Park,4,3,Bachelors/Family,Immediately
Bangalore,3,"Sai Purvi Symphony, Gunjur, Bangalore",50000,1550 sqft,Flat,Semi-Furnished,West,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,"Krypton at Brigade Eldorado, Huvinayakanahalli, Bangalore",32000,998 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,"Krypton at Brigade Eldorado, Huvinayakanahalli, Bangalore",30000,695 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,2,"Thanisandra, Bangalore",25 Lac,911 sqft,Flat,Semi-Furnished,West,Pool,2,2,Bachelors/Family,Immediately
Bangalore,3,"Thambu Chetty Palya Main Road, Bangalore",33000,1333 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Bangalore,4,Muthanallur Bangalore,1.5 Lac,3375 sqft,Villa,Semi-Furnished,North - West,Main Road,4,3,Bachelors/Family,Immediately
Bangalore,4,Thanisandra Main Road Bangalore,90000,2810 sqft,Villa,Semi-Furnished,,,5,2,Bachelors/Family,Immediately
Bangalore,4,"L&T Raintree Boulevard, Hebbal, Bangalore",1.3 Lac,2400 sqft,Flat,Unfurnished,East,Garden/Park,5,3,Bachelors/Family,Immediately
Bangalore,3,"Brigade El Dorado, Huvinayakanahalli, Bangalore",24000,643 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,4,Adde Vishwanathapura Bangalore,2.3 Lac,3800 sqft,Villa,Semi-Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
Bangalore,4,Sadashiva Nagara Bangalore,2.7 Lac,2500 sqft,House,Semi-Furnished,North,"Main Road, Garden/Park",4,1,Bachelors/Family,Immediately
Bangalore,3,"SJR Palazza City, Doddakannelli, Bangalore",65000,1400 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,4,"Vaishnavi Rhapsody, D Costa Layout, Cooke Town, Bangalore",2.6 Lac,4000 sqft,Flat,Semi-Furnished,North - East,Garden/Park,4,2,Bachelors/Family,Immediately
Bangalore,3,"Prestige Chalet, Halasuru, Bangalore",90000,1650 sqft,Flat,Semi-Furnished,North,Garden/Park,3,2,Family,Immediately
Bangalore,3,"Capstone Flowing Tree, Allalasandra Yelahanka, Bangalore",1 Lac,2654 sqft,Flat,Semi-Furnished,North,Garden/Park,4,5,Bachelors/Family,Immediately
Bangalore,3,"Shravanthi Graces, Hulimavu, Bangalore",35000,1550 sqft,Flat,Unfurnished,North - East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,3,"Brindavan Layout Shetty Halli, Bangalore",38500,1400 sqft,Flat,Semi-Furnished,North - West,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,3,"Brigade Orchards Luxury Apartments, Devanahalli, Bangalore",30000,1430 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
Bangalore,3,"Rajiv Gandhi Nagar Kodigehalli, Bangalore",60000,1800 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Bangalore,3,"Sobha Silicon Oasis, Hosa Road, off Hosur Road, Bangalore",55000,1535 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,"Avalon Park At The Prestige City, Sarjapura, Bangalore",70000,1252 sqft,Flat,Semi-Furnished,West,Pool,4,2,Bachelors,Immediately
Bangalore,4,"Embassy Boulevard, Allalasandra Yelahanka, Bangalore",5.5 Lac,3000 sqft,Flat,Semi-Furnished,East,Pool,4,2,Bachelors/Family,Immediately
Bangalore,4,"Embassy Lake Terraces, Hebbal, Bangalore",3 Lac,3200 sqft,Flat,Semi-Furnished,North,Garden/Park,4,3,Bachelors/Family,Immediately
Bangalore,4,Whitefield Bangalore,4 Lac,6000 sqft,Villa,Semi-Furnished,South,,6,5,Bachelors/Family,Immediately
Bangalore,3,"Bhartiya City Nikoo Homes, Thanisandra, Bangalore",60000,1550 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",4,2,Bachelors,Immediately
Bangalore,4,Whitefield Bangalore,4 Lac,4400 sqft,Villa,Semi-Furnished,,,4,2,Bachelors/Family,Immediately
Bangalore,3,"Saideep Hulas, Budigere, Bangalore",40000,1660 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors,Immediately
Bangalore,4,"Pattandur Agrahara, Whitefield Bangalore",1.3 Lac,2775 sqft,Villa,Semi-Furnished,North,"Garden/Park, Pool, Main Road",4,3,Bachelors,Immediately
Bangalore,2,"SNN Raj Serenity, Yelenahalli, Bangalore",36000,980 sqft,Flat,Furnished,North,,2,1,Bachelors/Family,Immediately
Bangalore,4,Sarjapura Bangalore,1.3 Lac,2226 sqft,Villa,Semi-Furnished,West,Garden/Park,4,3,Bachelors/Family,From Feb '26
Bangalore,2,"Brigade Komarla Heights, Uttarahalli Hobli, Bangalore",43000,860 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,From Feb '26
Bangalore,5,Hebbal Kempapura Bangalore,3.3 Lac,5000 sqft,Villa,Semi-Furnished,East,Garden/Park,5,4,Family,Immediately
Bangalore,1,"Sector 3 HSR Layout, Bangalore",27000,600 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Bangalore,3,"Kundalahalli, Brookefield, Bangalore",60000,1650 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Bachelors/Family,Immediately
Bangalore,2,Bangalore,55000,1510 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Bangalore,3,"SNN Raj Etternia, Haralur Main Road, Bangalore",70000,1350 sqft,Flat,Unfurnished,East,Garden/Park,3,2,Family,Immediately
Bangalore,3,"Puravankara Purva Riviera, Marathahalli, Bangalore",70000,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Family,Immediately
Bangalore,4,"Avalon Park At The Prestige City, Sarjapura, Bangalore",90000,2204 sqft,Flat,Semi-Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
Bangalore,4,Yelahanka Airforce Base Bangalore,3.7 Lac,4800 sqft,Villa,Semi-Furnished,North,Garden/Park,5,2,Bachelors,Immediately
Bangalore,4,"Total Windmills Of Your Mind, Epip Zone, Whitefield, Bangalore",3.3 Lac,5500 sqft,Flat,Semi-Furnished,East,Garden/Park,5,3,Bachelors/Family,Immediately
Bangalore,2,"Rashi Pride, Hulimavu, Bangalore",35000,1300 sqft,Flat,Semi-Furnished,North - East,Garden/Park,2,2,Bachelors/Family,Immediately
Bangalore,3,"Sobha Rajvilas, Rajajinagar, Bangalore",85000,1690 sqft,Flat,Semi-Furnished,East,Main Road,4,2,Bachelors/Family,Immediately
Bangalore,2,"Aishwarya Serenity, Marathahalli, Bangalore",38000,960 sqft,Flat,Furnished,West,Garden/Park,2,2,Family,Immediately
Bangalore,3,"Prestige Notting Hill, Bannerghatta Main Road, Bangalore",64000,1750 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors,Immediately
Bangalore,4,"Embassy Lake Terraces, Hebbal, Bangalore",2.9 Lac,4440 sqft,Flat,Semi-Furnished,,Pool,4,4,Bachelors/Family,Immediately
Bangalore,2,"G Corp Residences, Block 1st Koramangala, Bangalore",1.4 Lac,930 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,4,"Bellandur, Outer Ring Road Bangalore",2.8 Lac,2500 sqft,Villa,Semi-Furnished,West,Garden/Park,5,2,Family,From Feb '26
Bangalore,2,"Bellandur Iblur RWA, Devarabisanahalli, Bangalore",40001,1100 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",2,1,Family,From Feb '26
Bangalore,3,"Karle Zenith, Nagavara, Bangalore",1.3 Lac,2000 sqft,Flat,Unfurnished,East,,4,1,Bachelors/Family,Immediately
Bangalore,3,"Shanthala Nagar Ashok Nagar, Bangalore",1.3 Lac,1750 sqft,Flat,Semi-Furnished,West,Main Road,3,1,Bachelors/Family,Immediately
Bangalore,3,"Chokkanahalli, Bangalore",39000,1400 sqft,Flat,Semi-Furnished,North,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,3,"India Golden Enclave Apartments, Domlur, Domlur, Bangalore",1.2 Lac,1925 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Family,Immediately
Bangalore,3,"Sobha Lake Garden, Krishnarajapura, Bangalore",55000,1765 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Bangalore,3,"Mantri Glades, Sarjapur Road, Bangalore",65000,1680 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors,Immediately
Bangalore,3,"Ittina Cooke, Cooke Town, Cooke Town, Bangalore",60000,1100 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Bangalore,3,"Prestige Marrakesh, Cantonment Railway Quarters, Shivaji Nagar, Bangalore",1.5 Lac,2200 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,4,Bachelors/Family,Immediately
Bangalore,2,"Hsr Layout, Bangalore",60000,1200 sqft,Flat,Furnished,East,,2,,Bachelors/Family,Immediately
Bangalore,3,"SJR Equinox, Electronic City, Bangalore",40000,1674 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors,Immediately
Bangalore,3,"Rachenahalli, Thanisandra, Bangalore",33000,1100 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Bangalore,2,Murgesh Pallya Bangalore,26000,120 sqft,House,Semi-Furnished,North,Main Road,2,2,Bachelors/Family,From Feb '26
Bangalore,4,"Prestige Pinewood, Block 1st Koramangala, Bangalore",2 Lac,1707 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
Bangalore,3,"Karle Zenith, Hebbal, Bangalore",1 Lac,2360 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",4,3,Bachelors,Immediately
Bangalore,2,"Candeur Signature, Gunjur Village, Bangalore",50000,1300 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Bangalore,3,"Hebbal, Bangalore",75000,1390 sqft,Flat,Unfurnished,West,Garden/Park,4,2,Bachelors/Family,Immediately
Bangalore,3,"Ozone Residenza, Sarjapur Road, Bangalore",1.1 Lac,2900 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Bangalore,3,"Assetz East Point, Marathahalli, Bangalore",82000,1700 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
Bangalore,3,"Samhita Rainbow MTB, Whitefield, Bangalore",65000,1216 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
Bangalore,4,"Basavanna Nagar, Whitefield Bangalore",3.5 Lac,3869 sqft,Villa,Unfurnished,North,"Garden/Park, Pool",4,3,Bachelors/Family,Immediately
Bangalore,2,"Sobha Dream Gardens, Thanisandra, Bangalore",34000,1009 sqft,Flat,Unfurnished,North,Garden/Park,2,2,Bachelors,Immediately
Bangalore,4,Devanahalli Bangalore,4.5 Lac,686 sqft,Villa,Semi-Furnished,West,"Garden/Park, Main Road",4,,Bachelors/Family,Immediately
