City,BHK,Location,Price,Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Chennai,4,Perungudi,20000,1800,Villa,Semi-Furnished,East,Garden/Park,4,1,Bachelors,Immediately
Chennai,2,Perungudi,30000,1000,House,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Chennai,3,Perungudi,140000,1975,Flat,Semi-Furnished,South,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Chennai,3,Pallikaranai,35000,1500,Villa,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors,Immediately
Chennai,2,Perungudi,35000,1200,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Chennai,2,Medavakkam,27000,1297,Flat,Semi-Furnished,South,Garden/Park,2,1,Bachelors/Family,Immediately
Chennai,2,Thiruvanmiyur,36000,845,House,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Chennai,3,Anna Nagar,65000,1200,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Chennai,3,Perungudi,130000,2176,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Chennai,3,Anna Nagar,45000,700,Flat,Unfurnished,North,Garden/Park,2,2,Bachelors/Family,Immediately
Chennai,3,Perungudi,85000,2800,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Chennai,3,Adyar,85000,2400,Flat,Unfurnished,West,Main Road,3,1,Bachelors/Family,Immediately
Chennai,2,Sholinganallur,18000,800,House,Unfurnished,South,"Garden/Park, Main Road",2,1,Family,Immediately
Chennai,3,Anna Nagar,55000,1555,Flat,Unfurnished,North,"Garden/Park, Main Road",2,2,Bachelors,Immediately
Chennai,2,Mylapore,38000,1000,Flat,Semi-Furnished,South,"Pool, Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Chennai,3,Porur,40000,1213,Flat,Semi-Furnished,North,Main Road,2,1,Family,Immediately
Chennai,3,Velachery,35000,1100,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,1,Bachelors,Immediately
Chennai,3,Perungudi,60000,1400,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors,Immediately
Chennai,3,T Nagar,160000,2500,Flat,Semi-Furnished,South,Garden/Park,3,2,Bachelors,Immediately
Chennai,3,Perungudi,95000,1734,Flat,Semi-Furnished,East,Main Road,3,2,Family,Immediately
Chennai,3,Perungudi,60000,1944,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,3,Bachelors,Immediately
Chennai,2,Perungudi,28000,1055,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Chennai,2,Perungudi,65000,1184,Flat,Furnished,West,Main Road,2,1,Bachelors/Family,Immediately
Chennai,1,Perungudi,18000,700,House,Semi-Furnished,North,Main Road,1,3,Bachelors,Immediately
Chennai,3,Nungambakkam,140000,1800,Flat,Semi-Furnished,North,Main Road,3,2,Bachelors,Immediately
Chennai,1,Perungudi,31000,600,Flat,Furnished,West,Garden/Park,1,1,Bachelors,Immediately
Chennai,3,Perungudi,140000,2000,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors,Immediately
Chennai,3,Perungudi,65000,1307,Flat,Semi-Furnished,North,Garden/Park,3,2,Bachelors,Immediately
Chennai,4,Perungudi,75000,2000,House,Semi-Furnished,West,Main Road,2,2,Bachelors/Family,Immediately
Chennai,3,Perungudi,120000,1555,Flat,Semi-Furnished,East,Pool,3,1,Bachelors/Family,Immediately
Chennai,3,Nungambakkam,60000,1750,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,3,Bachelors,Immediately
Chennai,2,Perungudi,55000,1200,Flat,Furnished,East,Main Road,2,2,Bachelors,Immediately
Chennai,3,Perungudi,90000,1850,Flat,Semi-Furnished,West,Main Road,3,1,Bachelors,From Mar '26
Chennai,3,Perungudi,110000,1940,Flat,Semi-Furnished,North,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
Chennai,3,Perungudi,40000,1102,Flat,Semi-Furnished,East,Main Road,2,1,Family,From Jan '26
